"","NLM__n1","NLM__n2","NLM__n3","NLM__n4","NLM__n5","NLM__n6"
"228",2,180.24983215332,0.0127092506736517,0.437212705612183,54461.14453125,8151.4482421875
"229",2,754.577514648438,0.0144489202648401,1.1413027048111,53953.51953125,7739.52099609375
"230",1,1683.18981933594,0.00607917085289955,0,53472.95703125,7494.79541015625
"231",3,1686.32360839844,0.00712024094536901,2.16546607017517,53526.34765625,7464.443359375
"232",1,2191.53686523438,0.00661762757226825,4.16213369369507,53620.37890625,6962.462890625
"233",1,3023.82177734375,0.00882823951542377,1.3172515630722,55312.28125,5534.7265625
"234",1,2099.349609375,0.0102993911132216,0,57008.79296875,4295.28173828125
"235",1,2099.349609375,0.0102993911132216,0,57008.79296875,4295.28173828125
"236",3,1484.46435546875,0.0118470629677176,18.7214088439941,58490.08984375,3472.44165039062
"237",1,1568.53601074219,0.0140200983732939,14.2857389450073,58528.84765625,3382.38696289062
"238",3,1369.18701171875,0.0140574276447296,3.7240035533905,58504.60546875,3569.6748046875
"239",3,1148.87170410156,0.00882331840693951,2.10244750976562,58392.80078125,3813.14672851562
"240",1,940.068054199219,0.0105510978028178,4.37882566452026,58281.796875,4056.62231445312
"241",1,1573.96398925781,0.0147279929369688,0.0631488487124443,55721.87890625,6075.91650390625
"242",1,1930.65148925781,0.0101619651541114,1.28934454917908,55584.65234375,5950.77001953125
"243",3,1906.30700683594,0.0088029783219099,0.396863788366318,55581.58984375,5971.8212890625
"244",3,2613.62255859375,0.00807911343872547,3.18429899215698,55432.68359375,5654.35986328125
"245",1,254.911743164062,0.0226452797651291,1.62799918651581,55482.5546875,7595.5576171875
"246",1,344.366821289062,0.0224071070551872,0,55700.08984375,9934.2431640625
"247",3,484.5,0.0117777455598116,0.917830467224121,54308.32421875,10344.71484375
"248",1,371.594543457031,0.00636550830677152,2.40705609321594,52848.9609375,11352.162109375
"249",3,333.583953857422,0.0108773978427052,3.49473333358765,51809.08984375,11542.78125
"250",1,775.283813476562,0.00938871130347252,0.0337079092860222,49502.6640625,13140.478515625
"251",1,395.934661865234,0.00444987649098039,0,46997.74609375,15859.5517578125
"252",2,446.095550537109,0.00661719357594848,0,46997.36328125,15895.6689453125
"253",1,752.961181640625,0.00243843253701925,0,47167.5078125,15929.2822265625
"254",1,909.32421875,0.00687089469283819,17.6350040435791,47196.21484375,16019.3583984375
"255",1,832.375671386719,0.0046810912899673,0.205737501382828,47310.13671875,15914.7431640625
"256",2,877.966552734375,0.00416189385578036,0.610393762588501,47253.13671875,15957.6591796875
"257",3,525.514038085938,0.00502023659646511,0.164946585893631,45983.25390625,16231.619140625
"258",1,1029.55639648438,0.00772684393450618,0,45469.73046875,16670.76953125
"259",1,739.353942871094,0.00972958188503981,3.93388724327087,44627.11328125,17160.90625
"260",3,640.457824707031,0.0142306229099631,6.67592144012451,44307.56640625,17532.412109375
"261",3,537.736938476562,0.019434230402112,23.153263092041,44253.1484375,17537.11328125
"262",1,450.624572753906,0.0326869934797287,0.0747360363602638,44227.390625,17517.880859375
"263",3,171,0.124644719064236,3.01582717895508,43886.484375,17492.314453125
"264",1,829.932556152344,0.0144844241440296,1.11988759040833,43555.84375,17515.818359375
"265",1,961.42626953125,0.0135185569524765,1.32973599433899,49338.2734375,11872.8759765625
"266",2,63.7279357910156,0.00914041325449944,0.370081543922424,50325.75390625,10916.7275390625
"267",1,1695.21105957031,0.00836509466171265,0.774084270000458,53447.90234375,7502.05322265625
"268",1,1695.21105957031,0.00836509466171265,0.774084270000458,53447.90234375,7502.05322265625
"269",3,1001.15759277344,0.00896228291094303,2.15292620658875,54585.74609375,7239.5048828125
"270",1,161.220352172852,0.022525442764163,1.65361952781677,55748.51953125,7342.27685546875
"271",1,282.135620117188,0.0155829479917884,0.333821088075638,46357.9375,15408.1708984375
"272",1,1202.41625976562,0.00862842239439487,0,50361.296875,11662.595703125
"273",1,282.135620117188,0.0155829479917884,0.333821088075638,46357.9375,15408.1708984375
"274",1,241.830520629883,0.0227808151394129,0.24786813557148,46385.15625,15399.62890625
"275",3,931.823608398438,0.0131901502609253,0.529246211051941,45711.0859375,15875.29296875
"276",1,1173.70178222656,0.0184969194233418,0.831268846988678,45036.671875,16382.0224609375
"277",1,915.9990234375,0.0207791235297918,1.41361308097839,47193.76953125,13423.62109375
"278",1,117.508506774902,0.0675977095961571,2.23883461952209,46916.41015625,15695.1181640625
"279",1,972.764770507812,0.00680137472227216,2.60756587982178,45526.71484375,16623.5390625
"280",1,944.378356933594,0.00709794275462627,8.91787052154541,45555.20703125,16599.947265625
"281",1,1505.92236328125,0.0139524172991514,4.23813772201538,44690.9453125,17611.5234375
"282",1,1827.55908203125,0.00866035465151072,14.8445329666138,43833,18607.248046875
"283",3,1551.87670898438,0.00636067520827055,4.17598342895508,47809.375,18392.1953125
"284",1,332.3642578125,0.0102123403921723,0,49179.6875,18931.595703125
"285",1,28.5,0.0504473187029362,0.0505409501492977,49978.453125,14968.60546875
"286",0,28.5,NA,0,50050.67578125,14406.4609375
"287",1,909.32421875,0.0216357689350843,0.230327591300011,47566.91796875,15515.3642578125
"288",2,1359.662109375,0.0169788207858801,0,45100.00390625,16963.60546875
"289",3,912.445190429688,0.010972760617733,6.36679601669312,42682.6484375,18634.119140625
"290",1,1718.52868652344,0.00947095640003681,12.7299118041992,41892.56640625,19288.94140625
"291",3,1715.92724609375,0.00896332412958145,13.9808292388916,41891.12109375,19301.12890625
"292",1,1602.34899902344,0.00878297537565231,5.6318416595459,42004.9765625,19198.171875
"293",1,1305.41198730469,0.022152965888381,5.70178604125977,45285.50390625,16229.3427734375
"294",1,1451.26293945312,0.0103038884699345,0.78091698884964,48593.109375,13400.759765625
"295",1,127.455871582031,0.0588319003582001,0,52643.9453125,11747.013671875
"296",0,85.5,NA,0,55778.0234375,10358.2109375
"297",3,222.59211730957,0.0247643459588289,0.407221674919128,58941.0390625,9781.48046875
"298",1,57,0.0256927851587534,4.64746999740601,60052.7734375,9777.328125
"299",1,408.057891845703,0.0209205709397793,13.9080276489258,61518.90625,8331.21875
"300",1,153.477203369141,0.292918384075165,0,63027.734375,7313.90185546875
"301",1,120.915260314941,0.0354486145079136,1.04725563526154,63643.5703125,8742.1162109375
"302",1,342,0.0386680066585541,1.08941996097565,62215.55859375,10863.623046875
"303",3,313.5,0.0521779283881187,1.49455606937408,62244.10546875,10898.78125
"304",1,102.758209228516,0.0300704408437014,2.29238080978394,60745.86328125,11690.2119140625
"305",0,117.508506774902,NA,0,59625.00390625,9781.48046875
"306",1,153.477203369141,0.0421678647398949,0.690069973468781,58560.62890625,7988.64697265625
"307",1,572.842895507812,0.00866676494479179,2.23573422431946,57752.51953125,5140.28125
"308",1,2099.349609375,0.0135124363005161,12.0386247634888,57199.79296875,4054.81982421875
"309",1,2099.349609375,0.0135124363005161,12.0386247634888,57199.79296875,4054.81982421875
"310",1,2176.474609375,0.00455382885411382,0,57054.8359375,4167.24169921875
"311",2,1801.14587402344,0.0177218969911337,6.60744762420654,56450.046875,5295.32763671875
"312",3,969,0.00838316045701504,1.18912041187286,55893.796875,6395.3134765625
"313",3,347.886840820312,0.116085022687912,5.89599180221558,54071.109375,9375.1142578125
"314",1,28.5,0.0894876345992088,0,55464.54296875,10468.4658203125
"315",3,120.915260314941,0.0719224587082863,0.00105439848266542,56658.71484375,10424.1455078125
"316",1,431.283264160156,0.0195377804338932,0.0527861416339874,57685.5859375,10918.7734375
"317",3,420.797454833984,0.00949808117002249,1.43445563316345,59152.03125,11685.869140625
"318",3,180.24983215332,0.0138306180015206,0.95777302980423,60603.28515625,12662.1171875
"319",3,268.868469238281,0.0287379622459412,5.66190195083618,62482.05078125,8769.9462890625
"320",1,28.5,0.0212281476706266,0,59925.796875,6861.40087890625
