"","x"
"799",569642.991205174
"800",570687.858588815
"801",569369.818685485
"802",571414.804479001
"803",566449.313018077
"804",569908.933672204
"805",571253.377301986
"806",572996.068025414
"807",569766.517394209
"808",570798.450162879
"809",569281.869021912
"810",569463.458871447
"811",569067.583808585
"812",569783.646260191
"813",568863.711939704
"814",571283.063794189
"815",569471.058198164
"816",569561.438087864
"817",569410.976674413
"818",570829.393668057
"819",572019.988532695
"820",568108.881768484
"821",566552.230305432
"822",569753.417991076
"823",563012.252718146
"824",565639.637675167
"825",570242.046230427
"826",570127.958610628
"827",569612.615495678
"828",571222.125027539
"829",570029.486204687
"830",569750.198683449
"831",569641.953844604
"832",569885.137059481
"833",569988.399426963
"834",569462.074631825
"835",569506.879591379
"836",569912.673234151
"837",571904.44772516
"838",569957.733001179
"839",569721.957640112
"840",568850.902110206
"841",571583.931479558
"842",569658.754726423
"843",570776.635544153
"844",569350.713017589
"845",570831.9848056
"846",569297.692469325
"847",570427.294116416
"848",569281.303354571
"849",571964.602337069
"850",573008.034214686
"851",571458.477807958
"852",574417.00249826
"853",574105.761047529
"854",572359.732729752
"855",572021.796585177
"856",572756.375671634
"857",573525.480492259
"858",572486.620533905
"859",574350.109596963
"860",576241.593158001
"861",576778.289541599
"862",572851.841627362
"863",572273.91153513
"864",572985.48423907
"865",575079.200477479
"866",571942.553549731
"867",575474.561327023
"868",573830.849929003
"869",573657.269663239
"870",572563.517278783
"871",574997.317175109
"872",572631.780881573
"873",573112.529368616
"874",576158.181183921
"875",569251.352948809
"876",572238.517684597
"877",571976.229912126
"878",573976.867784805
"879",572539.359382205
"880",573993.821768117
"881",572157.455876824
"882",573163.362646795
"883",571832.641199109
"884",572640.675147552
"885",570132.945762246
"886",572195.256126524
"887",572347.441723046
"888",572061.594463321
"889",572297.770935073
"890",571700.535329332
"891",572644.791211374
"892",576965.197108036
"893",574612.668466019
"894",572958.012712563
"895",574847.812367444
"896",571716.236743734
"897",572459.114107979
"898",572419.781800825
"899",574233.513380585
"900",574341.700864873
"901",573881.385858259
"902",573822.643465879
"903",577285.179258526
"904",572711.058911418
"905",569784.017542584
"906",572397.963984849
"907",573163.810325797
"908",571931.911411063
"909",572175.932482049
"910",572365.765278655
"911",574463.772748765
"912",572188.022794797
"913",572033.430194541
"914",575014.077470928
"915",572580.584456184
"916",572452.608976446
"917",572375.669033839
"918",573858.787511502
"919",573414.209525289
"920",572605.451386194
"921",572775.944078563
"922",573212.09717326
"923",571863.403899893
"924",572408.345185028
"925",572278.574486142
"926",573234.484405047
"927",572599.644144089
"928",572675.350932175
"929",575920.363978177
"930",572309.680258579
"931",572510.151869824
"932",572774.020325141
"933",574827.816638414
"934",572415.275246222
"935",575469.826136387
"936",574814.05999169
"937",572322.921930647
"938",572101.974578284
"939",573321.710598136
"940",572245.3662277
"941",571375.534118261
"942",570734.839362302
"943",572887.899655421
"944",573829.628697351
"945",575155.899629996
"946",572871.076133167
"947",575760.219025386
"948",572301.310242678
"949",572651.764142416
"950",573848.197274687
"951",574885.361766063
"952",572373.688887533
"953",571153.188076064
"954",571818.131109143
"955",572120.930171212
"956",571704.468072803
"957",572359.415073449
"958",572571.859247351
"959",572353.721242326
"960",572621.445022055
"961",575447.57921525
"962",572437.467578475
"963",572864.056424571
"964",572239.608033393
"965",575370.054074653
"966",572138.361293236
"967",572843.166018758
"968",573015.229068185
"969",572655.121455969
"970",572365.02736916
"971",571209.201265355
"972",574104.665256688
"973",571946.609212263
"974",572386.82884348
"975",571761.765439661
"976",573192.534010766
"977",574822.500766017
"978",572628.59627699
"979",575225.178940291
"980",572491.241158087
"981",572545.356534178
"982",572531.406129504
"983",572117.071941771
"984",571542.680153657
"985",570885.571074352
"986",572481.182702988
"987",572599.754740681
"988",572685.34170694
"989",574603.858215545
"990",569201.084419845
"991",572359.513411163
"992",572428.433387974
"993",572457.183600001
"994",572787.033463676
"995",572822.072682
"996",572802.766928629
"997",572755.624503371
"998",573224.886400086
"999",570963.298288532
"1000",572424.161954419
"1001",572124.722749863
"1002",572424.240625321
"1003",574319.516429813
"1004",572431.490178659
"1005",572739.521832735
"1006",573660.609092889
"1007",573871.678547326
"1008",572469.239770023
"1009",570529.640832982
"1010",572687.103352283
"1011",573807.589851285
"1012",573284.390412103
"1013",572418.752114587
"1014",570272.088798721
"1015",570272.654542452
"1016",571876.668182081
"1017",571704.154083753
"1018",570119.376758016
"1019",572515.344854412
"1020",572641.732508157
"1021",572791.566894314
"1022",572099.558959078
"1023",572388.561812695
"1024",573603.058262233
"1025",572221.104034203
"1026",571697.779500413
"1027",572789.26342223
"1028",574417.538509893
"1029",572124.857493067
"1030",572415.891695633
"1031",570568.324073247
"1032",571716.883708651
"1033",571134.014250279
"1034",572537.110464625
"1035",572505.933006144
"1036",572413.296658222
"1037",572326.793877531
"1038",572855.751525264
"1039",572540.926269522
"1040",570188.303301006
"1041",576221.929547015
"1042",572825.171722453
"1043",572406.668544149
"1044",573164.905741527
"1045",571758.825894991
"1046",572576.9164381
"1047",574759.977808963
"1048",572015.804041159
"1049",573348.305500537
"1050",572501.42359485
"1051",572636.398876158
"1052",572433.734998449
"1053",572913.603345474
"1054",571907.516997979
"1055",569949.60495514
"1056",572391.516485445
"1057",572403.964292309
"1058",571768.4643114
"1059",572089.034738504
"1060",571782.47222002
"1061",573056.305332401
"1062",572351.148319721
"1063",572324.52857958
"1064",573352.592864476
"1065",572142.119751688
"1066",571826.598517116
"1067",571719.207871976
"1068",573488.817471354
"1069",571185.640388744
"1070",572396.293496232
"1071",572321.113775585
"1072",571860.308792415
"1073",572640.472235873
"1074",572299.700335141
"1075",573538.80402563
"1076",571581.881112734
"1077",574891.806631702
"1078",572410.339560454
"1079",571842.522994623
"1080",572153.057880273
"1081",571858.781198602
"1082",571551.515721096
"1083",571010.135186514
"1084",571700.51948541
"1085",572551.023217723
"1086",572211.409792421
"1087",571987.653800838
"1088",571477.187146526
"1089",572199.749424733
"1090",571972.514025925
"1091",569959.096365916
"1092",572218.345624592
"1093",572572.758460465
"1094",572313.9615861
"1095",572557.139436434
"1096",571659.55322015
"1097",572130.27579324
"1098",572575.747333031
"1099",573813.577656647
"1100",575908.571484086
"1101",568174.226489497
"1102",569051.988065023
"1103",568325.015092775
"1104",567634.093489066
"1105",567229.931283089
"1106",566993.176841419
"1107",568083.920559497
"1108",567708.219220721
"1109",567222.891468605
"1110",564565.08089096
"1111",566853.488767367
"1112",567289.678808135
"1113",568929.718857097
"1114",569757.259149377
"1115",568431.72342483
"1116",569142.688128148
"1117",567736.170844512
"1118",567965.397923408
"1119",568494.058968929
"1120",568247.258456432
"1121",566517.364854389
"1122",567772.327636625
"1123",568226.911357562
"1124",568470.814164578
"1125",567411.290427834
"1126",567180.926149855
"1127",567513.129270001
"1128",568946.676048128
"1129",569734.595731956
"1130",565368.310944323
"1131",567895.646454789
"1132",569145.082981355
"1133",567968.001982015
"1134",567066.014817941
"1135",568701.108132048
"1136",568315.182617487
"1137",568353.653811761
"1138",569184.115521102
"1139",568293.082406527
"1140",567863.772236378
"1141",568118.803996543
"1142",568411.539412536
"1143",566343.223865331
"1144",567980.516528195
"1145",568368.570610785
"1146",568203.229540895
"1147",567691.939828751
"1148",568143.676510587
"1149",568884.998491849
"1150",565620.422272534
"1151",567803.808660204
"1152",568200.003126604
"1153",569395.078974015
"1154",569093.186403814
"1155",568938.8887795
"1156",568560.151036311
"1157",567187.650036864
"1158",567831.730188214
"1159",568424.023917236
"1160",570444.590861272
"1161",577661.151673509
"1162",568809.013253043
"1163",568295.522949441
"1164",568500.140322834
"1165",568295.054048342
"1166",567371.548587615
"1167",569128.94564302
"1168",568234.705187188
"1169",568418.163544867
"1170",568377.938785787
"1171",568345.427112994
"1172",568141.014925823
"1173",570812.27180848
"1174",567142.73641385
"1175",564597.764918647
"1176",569419.883874609
"1177",568368.8568208
"1178",568340.317124011
"1179",568722.042455011
"1180",569520.048460977
"1181",568270.815806621
"1182",568223.110782098
"1183",568031.384176322
"1184",567935.023678374
"1185",568701.791290103
"1186",569764.054660857
"1187",568428.420926249
"1188",569586.38870714
"1189",568202.386228077
"1190",568381.293882263
"1191",568229.295425737
"1192",568896.150314968
"1193",566416.082377845
"1194",565747.008166864
"1195",569684.69471811
"1196",569673.175432194
"1197",568409.869022861
"1198",567763.633264524
"1199",568093.736177505
"1200",568610.210766501
"1201",567555.831443811
"1202",567972.999823041
"1203",567848.872349282
"1204",567951.901478667
"1205",571235.810537763
"1206",567255.203547506
"1207",569167.71063122
"1208",567551.053903044
"1209",567726.407635934
"1210",568088.501133939
"1211",567001.450671775
"1212",569868.819464889
"1213",565866.237564424
"1214",567058.026751788
"1215",569120.357615416
"1216",568380.220893949
"1217",565244.700899305
"1218",565252.17386229
"1219",566384.062512633
"1220",567975.887984651
"1221",568616.283411422
"1222",567828.977393246
"1223",568295.380064974
"1224",568514.991195421
"1225",567400.280804005
"1226",567794.638237489
"1227",569805.052280166
"1228",567744.717404252
"1229",567816.800510537
"1230",567721.865249422
"1231",570321.379767175
"1232",566846.402640234
"1233",568703.317209106
"1234",569152.455794073
"1235",568955.417062849
"1236",567987.354705595
"1237",567452.137851525
"1238",566905.835621052
"1239",568051.524071489
"1240",563869.066335194
"1241",567996.70076725
"1242",568895.428475948
"1243",565990.985326271
"1244",566930.043661697
"1245",568184.372706588
"1246",567596.431358364
"1247",567924.31886056
"1248",568138.341453758
"1249",567202.81573715
"1250",568080.175213345
"1251",563412.636767623
"1252",567595.940422897
"1253",568292.747351992
"1254",567155.49320638
"1255",565430.737137905
"1256",566730.917371555
"1257",567377.316266194
"1258",567013.608276478
"1259",567336.215774777
"1260",566174.036414647
"1261",567074.622801707
"1262",567321.486528604
"1263",567483.506177144
"1264",568494.824640217
"1265",566247.304266562
"1266",567708.902940264
"1267",568556.461693592
"1268",566232.8117118
"1269",567326.026802394
"1270",566326.949219311
"1271",564967.706311375
"1272",567409.410668615
"1273",567109.571619873
"1274",566713.306106856
"1275",569222.155927185
"1276",567511.63325681
"1277",567483.139648862
"1278",565309.217867818
"1279",567178.82874491
"1280",567347.917288811
"1281",566669.330267311
"1282",566758.325699226
"1283",567555.121213889
"1284",567109.235422789
"1285",566929.739306703
"1286",567404.193602433
"1287",567213.997145299
"1288",565593.454037129
"1289",568056.563052404
"1290",567444.831748182
"1291",567390.31951978
"1292",566731.227768663
"1293",566095.836287528
"1294",567459.073825687
"1295",567488.222410003
"1296",567757.460117425
"1297",567412.28387517
"1298",567527.631019433
"1299",568058.534717206
"1300",566489.655063502
"1301",567561.470591636
"1302",569937.851561891
"1303",567592.776680139
"1304",567924.234787418
"1305",568849.728856852
"1306",568584.572299731
"1307",568634.918866854
"1308",564906.809310303
"1309",568665.671154709
"1310",568415.226228304
"1311",571805.838568824
"1312",568671.632841312
"1313",565671.213431951
"1314",567956.289853442
"1315",568301.040351681
"1316",568048.199015607
"1317",568659.14165597
"1318",568825.678600177
"1319",570380.271802992
"1320",568886.251037503
"1321",568866.98242095
"1322",568580.939333216
"1323",568286.354268026
"1324",568647.453359579
"1325",573620.045105592
"1326",568377.667146752
"1327",569388.457944691
"1328",568545.357752051
"1329",568815.850421309
"1330",570314.579984041
"1331",569157.028208703
"1332",568916.433036388
"1333",568586.910037149
"1334",569148.900336357
"1335",566863.534032204
"1336",569827.653497424
"1337",568987.544155188
"1338",571365.834202754
"1339",568766.751040065
"1340",566785.886874904
"1341",569362.029686312
"1342",568427.014080075
"1343",569271.815999861
"1344",568547.696572895
"1345",569478.918854421
"1346",569664.980229759
"1347",568067.735131618
"1348",568865.939257055
"1349",566619.941018978
"1350",570018.875322135
"1351",568940.249158544
"1352",565663.386244153
"1353",569013.469575175
"1354",569504.947492162
"1355",568105.302184655
"1356",567459.143433084
"1357",567243.310682095
"1358",567359.572870338
"1359",568395.886505592
"1360",564736.585955306
"1361",567418.497161143
