id,x,y,date,time
220,582685,5810415,12/30/2004,4:01
220,582736,5810478,12/30/2004,6:01
220,582696,5810467,12/30/2004,8:00
220,581246,5808992,12/30/2004,12:01
220,581242,5808992,12/30/2004,14:00
220,581308,5808890,12/30/2004,16:00
220,582643,5810436,12/30/2004,20:01
220,582739,5810480,12/30/2004,22:00
220,582751,5810460,12/31/2004,0:00
220,582727,5810471,12/31/2004,2:00
220,584981,5811183,12/31/2004,4:01
220,585071,5811064,12/31/2004,6:00
220,586486,5810914,12/31/2004,8:00
220,587327,5809870,12/31/2004,10:01
220,587273,5809715,12/31/2004,14:01
220,587263,5809773,12/31/2004,16:00
220,587305,5809704,12/31/2004,18:00
220,587287,5809722,12/31/2004,20:00
220,587283,5809730,12/31/2004,22:00
220,587285,5809728,1/1/2005,0:00
220,587285,5809724,1/1/2005,2:00
220,587287,5809726,1/1/2005,4:00
220,588619,5808272,1/1/2005,6:01
220,589023,5807862,1/1/2005,8:00
220,587906,5804642,1/1/2005,10:00
220,586609,5800112,1/1/2005,12:00
220,585363,5797894,1/1/2005,14:00
220,585286,5793451,1/1/2005,16:01
220,591127,5789770,1/1/2005,18:01
220,594230,5792962,1/1/2005,20:00
220,594232,5792955,1/1/2005,22:00
220,594236,5792978,1/2/2005,0:01
220,594236,5792984,1/2/2005,2:00
220,598520,5795778,1/2/2005,6:01
220,598523,5795774,1/2/2005,8:00
220,598513,5795775,1/2/2005,10:00
220,599820,5799281,1/2/2005,14:02
220,600586,5800601,1/2/2005,16:01
220,601989,5801370,1/2/2005,20:00
220,601973,5801386,1/2/2005,22:00
220,601962,5801379,1/3/2005,0:00
220,601965,5801397,1/3/2005,2:00
220,602193,5801604,1/3/2005,4:00
220,606332,5803054,1/3/2005,6:00
220,599056,5806053,1/3/2005,10:00
220,597877,5806056,1/3/2005,12:01
220,596924,5805530,1/3/2005,14:01
220,595557,5805585,1/3/2005,16:00
220,594918,5805708,1/3/2005,18:01
220,594540,5805313,1/3/2005,20:00
220,594554,5805298,1/3/2005,22:00
220,594540,5805300,1/4/2005,0:00
220,594533,5805306,1/4/2005,2:00
220,594663,5805855,1/4/2005,4:01
220,594672,5805873,1/4/2005,6:01
220,594654,5805845,1/4/2005,8:00
220,594802,5805920,1/4/2005,10:00
220,597686,5807249,1/4/2005,14:00
220,597229,5807694,1/4/2005,16:00
220,595422,5807864,1/4/2005,20:02
220,595457,5807896,1/4/2005,22:00
220,595467,5807938,1/5/2005,0:00
220,595363,5807877,1/5/2005,4:01
220,595385,5807870,1/5/2005,6:00
220,595365,5807868,1/5/2005,8:00
220,596053,5808661,1/5/2005,10:00
220,596051,5808663,1/5/2005,12:00
220,595877,5810061,1/5/2005,14:01
220,593065,5810411,1/5/2005,16:00
220,586388,5810760,1/5/2005,18:00
220,582875,5811157,1/5/2005,20:00
220,582682,5810469,1/5/2005,22:01
220,582903,5810316,1/6/2005,0:01
220,582891,5810318,1/6/2005,2:00
