"","x_","y_","t_","grid_id"
"464",533134.311,7618520.448,2005-08-26 08:18:00,342
"465",533095.9095,7618504.981,2005-08-26 12:18:00,316
"466",533331.7633,7618668.339,2005-08-26 16:18:00,342
"467",533663.6213,7617471.277,2005-08-26 20:18:00,317
"468",533801.346,7616172.94,2005-08-27 00:18:00,291
"469",533953.709,7616061.537,2005-08-27 08:18:00,291
"470",533938.0886,7616103.884,2005-08-27 12:18:00,291
"471",533966.7574,7615816.846,2005-08-27 16:18:00,291
"472",534738.3769,7615767.521,2005-08-27 20:18:00,291
"473",535043.2281,7616349.963,2005-08-28 00:18:00,291
"474",553009.1939,7619288.243,2006-05-02 16:18:00,352
"475",553032.8631,7619277.794,2006-05-02 20:18:00,352
"476",553013.8175,7619315.606,2006-05-03 00:18:00,352
"477",553271.7108,7619560.597,2006-05-04 00:18:00,352
"478",553206.397,7619058.034,2006-05-04 04:18:00,352
"479",553166.8848,7619051.104,2006-05-04 12:18:00,352
"480",553209.2762,7619017.315,2006-05-04 16:18:00,352
"481",553360.361,7619021.117,2006-05-04 20:18:00,352
"482",553215.9996,7619056.33,2006-05-05 00:18:00,352
"483",553207.9688,7619025.877,2006-05-05 04:18:00,352
"484",553206.0229,7619032.422,2006-05-05 08:18:00,352
"485",553237.6336,7619050.391,2006-05-05 12:18:00,352
"486",553528.3827,7619102.398,2006-05-05 16:18:00,352
"487",553431.8351,7619163.71,2006-05-05 20:18:00,352
"488",553656.4932,7619189.907,2006-05-06 00:18:00,353
"489",553708.3309,7619165.55,2006-05-06 04:18:00,353
"490",553693.217,7619148.613,2006-05-06 08:18:00,353
"491",553683.357,7619144.8,2006-05-06 12:18:00,353
"492",553681.5817,7619140.997,2006-05-06 16:18:00,353
"493",553926.7687,7619137,2006-05-06 20:18:00,353
"494",553743.5984,7620074.277,2006-05-07 00:18:00,353
"495",553729.7189,7620112.214,2006-05-07 04:18:00,353
"496",553703.2351,7620120.283,2006-05-07 08:18:00,353
"497",553741.9233,7620106.439,2006-05-07 12:18:00,353
"498",553933.6438,7619931.764,2006-05-07 16:18:00,353
"499",553959.9775,7619857.686,2006-05-07 20:18:00,353
"500",554220.7963,7619734.966,2006-05-08 00:18:00,353
"501",554236.3593,7619716.34,2006-05-08 04:18:00,353
"502",554269.0323,7619742.947,2006-05-08 08:18:00,353
"503",554245.677,7619730.994,2006-05-08 12:18:00,353
"504",554099.4896,7619747.838,2006-05-08 16:18:00,353
"505",554172.9611,7619835.452,2006-05-08 20:18:00,353
"506",553674.926,7619188.108,2006-05-09 00:18:00,353
"507",553109.8893,7619998.697,2006-05-09 08:18:00,352
"508",553101.4606,7619995.253,2006-05-09 12:18:00,352
"509",553102.7382,7620013.154,2006-05-09 16:18:00,352
"510",551658.1994,7623056.171,2006-05-09 20:18:00,404
"511",552268.1727,7627686.744,2006-05-10 00:18:00,456
"512",552535.9426,7629567.417,2006-05-10 04:18:00,482
"513",552360.8299,7629090.291,2006-05-10 08:18:00,482
"514",552428.201,7629502.936,2006-05-10 12:18:00,482
"515",552414.0661,7629455.116,2006-05-10 16:18:00,482
"516",552428.1744,7629442.724,2006-05-10 20:18:00,482
"517",553197.8422,7631647.524,2006-05-11 00:18:00,508
"518",554236.3987,7633436.235,2006-05-11 04:18:00,535
"519",554226.4862,7633409.351,2006-05-11 08:18:00,535
"520",554231.3923,7633435.905,2006-05-11 12:18:00,535
"521",554960.2566,7633769.503,2006-05-11 16:18:00,535
"522",554984.7135,7633747.898,2006-05-11 20:18:00,535
"523",554984.3911,7633766.637,2006-05-12 00:18:00,535
"524",558093.1991,7626934.248,2006-05-12 08:18:00,459
"525",558078.1268,7626930.284,2006-05-12 12:18:00,459
"526",556411.561,7627526.697,2006-05-12 16:18:00,458
"527",554527.0071,7628377.172,2006-05-12 20:18:00,457
"528",554416.0807,7627636.392,2006-05-13 00:18:00,457
"529",552394.3089,7629085.951,2006-05-14 08:18:00,482
"530",552367.9301,7629130.805,2006-05-14 12:18:00,482
"531",552384.7313,7629466.451,2006-05-14 16:18:00,482
"532",553380.3496,7629463.384,2006-05-14 20:18:00,482
"533",554098.3281,7629628.436,2006-05-15 00:18:00,483
"534",555818.8022,7631772.982,2006-05-15 08:18:00,510
"535",555816.3988,7631802.158,2006-05-15 12:18:00,510
"536",555958.7227,7631579.492,2006-05-15 16:18:00,510
"537",555011.7865,7635128.061,2006-05-15 20:18:00,561
"538",555016.9407,7635007.859,2006-05-16 00:18:00,561
"539",554734.6879,7635279.331,2006-05-16 08:18:00,561
"540",554720.3059,7635288.428,2006-05-16 12:18:00,561
"541",555005.4575,7635329.432,2006-05-16 16:18:00,561
"542",552576.7728,7630370.848,2006-05-16 20:18:00,482
"543",552339.1837,7629482.741,2006-05-17 00:18:00,482
"544",552441.8476,7629467.849,2006-05-17 04:18:00,482
"545",552440.9719,7629487.704,2006-05-17 08:18:00,482
"546",552336.5384,7629122.859,2006-05-17 12:18:00,482
"547",552448.0223,7629470.412,2006-05-17 16:18:00,482
"548",552439.6404,7629472.726,2006-05-17 20:18:00,482
"549",552804.2211,7627653.285,2006-05-18 00:18:00,456
"550",554563.4177,7624494.213,2006-05-18 08:18:00,405
"551",554587.0588,7624499.136,2006-05-18 12:18:00,405
"552",555790.9642,7624305.5,2006-05-18 16:18:00,406
"553",555795.8336,7624298.873,2006-05-18 20:18:00,406
"554",556070.6789,7624322.681,2006-05-19 00:18:00,406
"555",556063.5791,7624273.874,2006-05-19 04:18:00,406
"556",556036.9658,7624263.516,2006-05-19 08:18:00,406
"557",556026.9319,7624320.24,2006-05-19 12:18:00,406
"558",556042.4944,7624297.845,2006-05-19 16:18:00,406
"559",556059.5505,7624333.613,2006-05-19 20:18:00,406
"560",556020.0388,7624290.372,2006-05-20 00:18:00,406
"561",556046.464,7624312.385,2006-05-20 04:18:00,406
"562",556205.5425,7624195.875,2006-05-20 08:18:00,406
"563",556142.0529,7624235.683,2006-05-20 12:18:00,406
"564",555227.8829,7624188.782,2006-05-20 16:18:00,405
"565",555250.3406,7624148.234,2006-05-20 20:18:00,405
"566",555248.3046,7624167.55,2006-05-21 00:18:00,405
"567",556210.6364,7624217.126,2006-05-22 04:18:00,406
"568",556187.3201,7624207.593,2006-05-22 12:18:00,406
"569",556178.4689,7624206.257,2006-05-22 16:18:00,406
"570",556143.4622,7624250.394,2006-05-23 00:18:00,406
"571",558639.5976,7625234.467,2006-05-24 08:18:00,433
"572",559352.9236,7626342.138,2006-05-24 12:18:00,433
"573",559453.9692,7626505.661,2006-05-24 16:18:00,433
"574",560657.1774,7628681.121,2006-05-24 20:18:00,486
"575",560669.745,7628662.21,2006-05-25 00:18:00,486
"576",561911.279,7628117.533,2006-05-25 08:18:00,461
"577",560789.8755,7624526.214,2006-05-25 12:18:00,434
"578",559755.0329,7622230.213,2006-05-25 16:18:00,382
"579",559758.8974,7622274.74,2006-05-25 20:18:00,382
"580",559813.1802,7622026.697,2006-05-26 00:18:00,382
"581",561872.2349,7613925.62,2006-05-26 08:18:00,279
"582",562248.8627,7613774.284,2006-05-26 12:18:00,279
"583",561453.2724,7607468.759,2006-05-26 16:18:00,200
"584",561360.8028,7607549.286,2006-05-26 20:18:00,200
"585",561041.9525,7607184.756,2006-05-27 00:18:00,200
"586",565050.6994,7604523.655,2006-05-27 08:18:00,176
"587",565098.3766,7604516.223,2006-05-27 12:18:00,176
"588",569242.0448,7606248.507,2006-05-27 16:18:00,178
"589",569555.8945,7608177.277,2006-05-27 20:18:00,204
"590",569758.3057,7607982.999,2006-05-28 00:18:00,205
"591",572410.0561,7608909.348,2006-05-28 04:18:00,232
"592",572413.084,7608943.889,2006-05-28 08:18:00,232
"593",572421.5775,7608957.04,2006-05-28 12:18:00,232
"594",572426.7842,7608939.94,2006-05-28 16:18:00,232
"595",572415.667,7608939.183,2006-05-28 20:18:00,232
"596",572915.2275,7608581.315,2006-05-29 00:18:00,232
"597",568215.0882,7615517.275,2006-05-29 08:18:00,308
"598",568250.8541,7615529.681,2006-05-29 12:18:00,308
"599",568086.9121,7615611.514,2006-05-29 16:18:00,308
"600",567443.7191,7616104.295,2006-05-29 20:18:00,307
"601",567121.2131,7618862.876,2006-05-30 00:18:00,359
"602",568574.2306,7625886.71,2006-05-30 16:18:00,438
"603",567810.1323,7625733.122,2006-05-30 20:18:00,438
"604",560240.4967,7624654.734,2006-05-31 00:18:00,434
"605",557418.1995,7621115.075,2006-05-31 08:18:00,380
"606",556610.1148,7623365.288,2006-05-31 12:18:00,406
"607",554795.2776,7627683.124,2006-05-31 16:18:00,457
"608",553657.6945,7630280.119,2006-05-31 20:18:00,483
"609",555223.0826,7630001.792,2006-06-01 00:18:00,483
"610",558935.18,7635836.223,2006-06-01 08:18:00,563
"611",562941.5149,7634065.882,2006-06-01 12:18:00,539
"612",561147.3668,7630767.229,2006-06-01 16:18:00,512
"613",561246.6235,7630544.815,2006-06-01 20:18:00,512
"614",561325.8285,7630538.732,2006-06-02 00:18:00,512
"615",562367.5736,7628954.452,2006-06-02 08:18:00,487
"616",562221.4097,7628135.21,2006-06-02 12:18:00,461
"617",561568.5119,7628433.918,2006-06-02 16:18:00,460
"618",560989.9106,7631165.111,2006-06-02 20:18:00,512
"619",560832.7837,7631374.153,2006-06-03 00:18:00,512
"620",564038.4774,7635391.475,2006-06-03 04:18:00,566
"621",564123.7103,7636313.507,2006-06-03 08:18:00,566
"622",564336.4735,7636337.729,2006-06-03 12:18:00,566
"623",565238.9825,7635367.977,2006-06-03 16:18:00,566
"624",566285.1729,7635605.242,2006-06-03 20:18:00,567
"625",565769.9145,7633556.602,2006-06-04 04:18:00,541
"626",565863.9577,7633336.354,2006-06-04 08:18:00,541
"627",566685.8222,7631683.454,2006-06-04 12:18:00,515
"628",567386.0292,7632838.797,2006-06-04 16:18:00,541
"629",569733.306,7634191.142,2006-06-04 20:18:00,543
"630",569649.0099,7636142.41,2006-06-05 00:18:00,569
"631",565406.4213,7639715.681,2006-06-05 08:18:00,618
"632",565307.8362,7639804.084,2006-06-05 12:18:00,618
"633",565168.8423,7640561.065,2006-06-05 16:18:00,644
"634",564959.8602,7640823.937,2006-06-05 20:18:00,644
"635",564608.6146,7640700.752,2006-06-06 00:18:00,644
"636",558507.985,7644185.608,2006-06-06 08:18:00,667
"637",558415.7212,7644395.772,2006-06-06 12:18:00,667
"638",558435.2304,7644401.975,2006-06-06 16:18:00,667
"639",558303.2904,7644538.686,2006-06-06 20:18:00,693
"640",558318.7436,7644750.719,2006-06-07 00:18:00,693
"641",559288.8512,7645596.354,2006-06-07 08:18:00,693
"642",559568.9031,7645765.58,2006-06-07 12:18:00,693
"643",557586.2838,7645549.648,2006-06-07 16:18:00,692
"644",556547.7882,7644242.208,2006-06-07 20:18:00,666
"645",552745.9428,7643496.554,2006-06-08 00:18:00,664
"646",552703.1886,7642545.407,2006-06-08 08:18:00,664
"647",553276.2956,7641589.668,2006-06-08 12:18:00,638
"648",553843.2609,7641685.47,2006-06-08 16:18:00,639
"649",552904.9296,7642472.493,2006-06-08 20:18:00,638
"650",552457.5481,7643313.138,2006-06-09 00:18:00,664
"651",555092.6179,7641502.347,2006-06-09 08:18:00,639
"652",557487.799,7640640.759,2006-06-09 12:18:00,640
"653",557415.6476,7640893.257,2006-06-09 16:18:00,640
"654",557797.6711,7640587.442,2006-06-09 20:18:00,641
"655",557777.351,7640582.059,2006-06-10 00:18:00,641
"656",559844.1967,7640241.873,2006-06-10 04:18:00,616
"657",559844.7432,7640196.016,2006-06-10 08:18:00,616
"658",561368.3299,7640688.375,2006-06-10 12:18:00,642
"659",560917.653,7639741.332,2006-06-10 16:18:00,616
"660",559202.2368,7638948.057,2006-06-10 20:18:00,615
"661",557658.4487,7636855.432,2006-06-11 00:18:00,589
"662",552547.8194,7640974.075,2006-06-11 08:18:00,638
"663",552562.7329,7642751.41,2006-06-11 12:18:00,664
"664",550629.482,7639930.936,2006-06-11 16:18:00,611
"665",548883.1661,7636626.494,2006-06-11 20:18:00,584
"666",548776.7439,7636429.17,2006-06-12 00:18:00,558
"667",548400.8872,7636353.156,2006-06-12 08:18:00,558
"668",548088.7851,7635391.781,2006-06-12 12:18:00,558
"669",548806.3,7634565.06,2006-06-12 16:18:00,558
"670",548839.6679,7634569.593,2006-06-12 20:18:00,558
"671",548419.342,7633150.962,2006-06-13 00:18:00,532
"672",550780.8636,7635445.094,2006-06-13 08:18:00,559
"673",550915.7468,7635025.034,2006-06-13 12:18:00,559
"674",554322.6599,7633437.454,2006-06-13 16:18:00,535
"675",554626.0696,7631764.432,2006-06-13 20:18:00,509
"676",555491.2798,7629665.942,2006-06-14 00:18:00,483
"677",555186.5989,7626689.33,2006-06-14 08:18:00,457
"678",555680.6475,7626573.465,2006-06-14 12:18:00,458
"679",557094.3991,7625186.733,2006-06-14 16:18:00,432
"680",558606.7019,7625126.139,2006-06-14 20:18:00,433
"681",559233.5465,7624945.208,2006-06-15 00:18:00,433
"682",560035.6795,7624950.353,2006-06-15 08:18:00,434
"683",561433.819,7625529.444,2006-06-15 12:18:00,434
"684",563489.2202,7623912.2,2006-06-15 16:18:00,409
"685",563527.2172,7623730.478,2006-06-15 20:18:00,409
"686",563566.6762,7623727.058,2006-06-16 00:18:00,409
"687",564439.7842,7624995.136,2006-06-16 04:18:00,436
"688",564444.309,7624978.845,2006-06-16 08:18:00,436
"689",564422.7841,7625022.475,2006-06-16 12:18:00,436
"690",564554.5259,7625092.55,2006-06-16 16:18:00,436
"691",564417.5399,7625006.606,2006-06-17 00:18:00,436
"692",562140.4146,7628179.771,2006-06-17 08:18:00,461
"693",562120.5447,7628185.67,2006-06-17 12:18:00,461
"694",562352.1879,7628655.678,2006-06-17 16:18:00,487
"695",559454.6706,7631755.348,2006-06-17 20:18:00,511
"696",554586.1526,7635996.406,2006-06-18 00:18:00,561
"697",552046.2598,7639121.081,2006-06-18 04:18:00,612
"698",552223.6348,7641294.97,2006-06-18 08:18:00,638
"699",552215.2518,7641235.696,2006-06-18 12:18:00,638
"700",552590.3017,7644452.969,2006-06-18 16:18:00,664
"701",553633.9768,7641675.437,2006-06-18 20:18:00,639
"702",553804.4698,7641467.222,2006-06-19 00:18:00,639
"703",553776.8065,7641499.968,2006-06-19 08:18:00,639
"704",553723.5683,7641516.212,2006-06-19 12:18:00,639
"705",552394.7812,7643095.204,2006-06-19 16:18:00,664
"706",548971.5279,7641948.577,2006-06-19 20:18:00,636
"707",547054.8726,7639855.634,2006-06-20 00:18:00,609
"708",546701.3358,7639598.109,2006-06-20 04:18:00,609
"709",545543.4072,7639063.729,2006-06-20 08:18:00,608
"710",545549.4853,7639059.406,2006-06-20 12:18:00,608
"711",544873.8024,7637253.264,2006-06-20 16:18:00,582
"712",544921.2717,7636139.49,2006-06-20 20:18:00,556
"713",544327.3694,7634957.472,2006-06-21 00:18:00,556
"714",544651.5447,7634885.238,2006-06-21 08:18:00,556
"715",544418.8225,7634712.764,2006-06-21 12:18:00,556
"716",544371.9776,7634726.537,2006-06-21 16:18:00,556
"717",545658.2092,7634070.727,2006-06-21 20:18:00,531
"718",549327.6908,7635007.647,2006-06-22 00:18:00,558
"719",552468.8705,7633639.403,2006-06-22 08:18:00,534
"720",552490.9008,7633637.914,2006-06-22 12:18:00,534
"721",552674.0112,7631258.855,2006-06-22 16:18:00,508
"722",552615.3764,7629565.675,2006-06-22 20:18:00,482
"723",552560.5563,7629541.692,2006-06-23 00:18:00,482
"724",552430.7178,7629433.995,2006-06-23 04:18:00,482
"725",552535.737,7629627.513,2006-06-23 08:18:00,482
"726",552556.5178,7629637.085,2006-06-23 12:18:00,482
"727",552536.3592,7629618.322,2006-06-23 16:18:00,482
"728",552648.3019,7629653.424,2006-06-23 20:18:00,482
"729",552779.8512,7629835.062,2006-06-24 00:18:00,482
"730",552933.1994,7629771.282,2006-06-24 08:18:00,482
"731",552899.8871,7629737.71,2006-06-24 12:18:00,482
"732",552463.6859,7633705.204,2006-06-24 16:18:00,534
"733",551497.7298,7636781.409,2006-06-24 20:18:00,585
"734",551839.0298,7638756.731,2006-06-25 00:18:00,612
"735",550753.8589,7642347.568,2006-06-25 08:18:00,637
"736",550663.0694,7641506.15,2006-06-25 12:18:00,637
"737",546947.8103,7640357.504,2006-06-25 16:18:00,609
"738",547082.2497,7640270.638,2006-06-25 20:18:00,609
"739",546773.1652,7640116.915,2006-06-26 00:18:00,609
"740",545084.9227,7639143.674,2006-06-26 08:18:00,608
"741",545084.1809,7639144.409,2006-06-26 12:18:00,608
"742",543994.215,7639159.804,2006-06-26 16:18:00,608
"743",543071.8584,7638732.449,2006-06-26 20:18:00,607
"744",543448.2983,7638595.958,2006-06-27 00:18:00,607
"745",543558.4326,7638575.368,2006-06-27 04:18:00,607
"746",542923.4736,7638084.639,2006-06-27 08:18:00,581
"747",543030.8932,7637623.268,2006-06-27 12:18:00,581
"748",543091.345,7637642.189,2006-06-27 16:18:00,581
"749",545830.8839,7637231.833,2006-06-27 20:18:00,583
"750",547472.8149,7637979.766,2006-06-28 00:18:00,583
"751",544226.2154,7634257.907,2006-06-29 08:18:00,530
"752",544012.4163,7635201.998,2006-06-29 16:18:00,556
"753",543361.1641,7635502.473,2006-06-29 20:18:00,555
"754",543068.6199,7635878.105,2006-06-30 00:18:00,555
"755",542021.0777,7639355.562,2006-06-30 08:18:00,607
"756",542541.9032,7639520.326,2006-06-30 16:18:00,607
"757",542523.8173,7639663.946,2006-06-30 20:18:00,607
"758",542554.5129,7639618.062,2006-07-01 00:18:00,607
"759",548024.4423,7643313.88,2006-07-01 08:18:00,662
"760",550610.1924,7644857.714,2006-07-01 12:18:00,689
"761",551798.6755,7643451.547,2006-07-01 16:18:00,664
"762",552121.7437,7643162.892,2006-07-01 20:18:00,664
"763",551455.7649,7638286.493,2006-07-02 00:18:00,585
"764",546379.9888,7638552.63,2006-07-02 08:18:00,609
"765",545549.1549,7639078.25,2006-07-02 12:18:00,608
"766",544877.7077,7639484.982,2006-07-02 16:18:00,608
"767",543801.8032,7638808.469,2006-07-02 20:18:00,608
"768",543962.649,7637834.553,2006-07-03 00:18:00,582
"769",546765.8386,7639208.906,2006-07-03 08:18:00,609
"770",546502.9289,7639406.309,2006-07-03 12:18:00,609
"771",546534.9603,7639504.381,2006-07-03 16:18:00,609
"772",546540.2014,7639619.537,2006-07-03 20:18:00,609
"773",546475.8218,7639912.732,2006-07-04 00:18:00,609
"774",547781.9487,7643755.376,2006-07-04 08:18:00,662
"775",546740.3188,7640917.234,2006-07-04 12:18:00,635
"776",546040.4523,7640363.634,2006-07-04 16:18:00,609
"777",545719.2556,7640511.889,2006-07-04 20:18:00,635
"778",544817.6881,7640515.018,2006-07-05 00:18:00,634
"779",543026.3501,7641232.951,2006-07-06 04:18:00,633
"780",543477.8648,7641280.154,2006-07-06 08:18:00,633
"781",543555.4729,7641382.022,2006-07-06 12:18:00,633
"782",543450.6256,7641207.731,2006-07-06 16:18:00,633
"783",543803.037,7641288.103,2006-07-07 00:18:00,634
"784",546429.1349,7639405.133,2006-07-08 08:18:00,609
"785",546435.214,7639255.398,2006-07-08 12:18:00,609
"786",546490.3044,7639555.253,2006-07-08 16:18:00,609
"787",546492.2537,7639633.56,2006-07-08 20:18:00,609
"788",546471.033,7639726.526,2006-07-09 00:18:00,609
