"","x"
"1",0.623129425607772
"2",0.0186370680035493
"3",0.0482933486870751
"4",4.23336343628635
"5",4.82315660155861
"6",6.16239741754231
"7",3.47846782448003
"8",3.44361386415484
"9",0.939822129448467
"10",4.96895289250588
"11",4.12142956254415
"12",1.56861133432092
"13",0.431403303809787
"14",0.550602661997356
"15",1.013515896137
"16",4.10879535674087
"17",1.10098213043002
"18",1.14727703429325
"19",5.7971893170026
"20",4.01059334710338
"21",4.48488605057817
"22",2.4519036312691
"23",4.45072454957573
"24",2.3447199599724
"25",6.09239923160646
"26",5.48252736443441
"27",1.97315079262227
"28",6.22633307543494
"29",4.1594785798487
"30",0.0531214023300708
"31",0.01496911164963
"32",4.12356489230948
"33",4.86294458345116
"34",4.6303240707286
"35",0.917898123414125
"36",1.07439226410131
"37",5.52496408717742
"38",4.45986200579244
"39",5.35023445963675
"40",0.435795360724538
"41",4.96512661514813
"42",0.581322304836822
"43",4.91792458800956
"44",5.34852964336016
"45",1.04431544517107
"46",0.649954480125654
"47",0.0578731013791101
"48",2.13530320354624
"49",5.77993826642466
"50",1.09128434304465
"51",6.25215947539932
"52",5.62497886692927
"53",0.490090062689711
"54",1.23641735279208
"55",5.64506094725159
"56",4.60653961608887
"57",2.03060974366156
"58",5.4427927804504
"59",6.10978118864277
"60",2.70652787629806
"61",0.791058218897508
"62",5.5773137093291
"63",0.585080624437747
"64",1.1980280913232
"65",2.27627522783809
"66",5.89937949409231
"67",0.256770902676482
"68",2.19443517012674
"69",3.75900214045111
"70",4.07562310147066
"71",2.71948615385916
"72",4.88743543186593
"73",1.87144385781727
"74",3.95565954721994
"75",5.58970368834806
"76",0.502045517768879
"77",5.38232484403843
"78",2.54909980114701
"79",0.114716026508264
"80",6.27474010610263
"81",1.0573386023961
"82",1.02870462808351
"83",0.991019608134915
"84",4.28931904897857
"85",4.2521698611222
"86",0.824021419433727
"87",5.3278631682699
"88",0.21166142026594
"89",1.44244277346623
"90",5.73779125220121
"91",0.735705174131327
"92",6.04222997409074
"93",0.386262584875117
"94",5.22385254711643
"95",5.58517028243632
"96",1.27821775946473
"97",1.05426446499951
"98",4.01550080075964
"99",3.32899226072145
"100",4.74291792664838
"101",0.659736349483617
"102",4.54308412347319
"103",1.20961425557778
"104",0.102465810878336
"105",6.11154394502231
"106",5.51924484689333
"107",3.08250853670864
"108",3.16603978957177
"109",3.61707614773844
"110",0.326685988357388
"111",0.573188225877648
"112",5.70809923310517
"113",1.19444067185819
"114",0.506129363303183
"115",6.08339828126949
"116",6.08600910952368
"117",2.09104856617569
"118",4.9725758676667
"119",0.40057848392972
"120",5.77498714960725
"121",3.99862427430315
"122",5.35943513751828
"123",2.9560399751281
"124",0.721498481967234
"125",0.343310442027361
"126",4.85669477098496
"127",6.17175304952116
"128",5.15939919136273
"129",0.280058860019367
"130",3.52272793934286
"131",5.64120962435804
"132",3.45952617732871
"133",2.69590836067662
"134",0.640124115087973
"135",4.3250254190414
"136",4.03261089271146
"137",0.194755106520444
"138",5.80783355249924
"139",2.7406287729362
"140",5.119722002009
"141",2.26809622761648
"142",4.17676595383255
"143",4.97951818127045
"144",0.766596145288191
"145",0.448006273843035
"146",2.35986703379458
"147",0.163028362486327
"148",3.98437325973428
"149",1.14158177875794
"150",1.64538033364042
"151",5.83116491714913
"152",0.576120099254507
"153",0.915814826327767
"154",5.80634879146387
"155",1.38967636607036
"156",3.6059259965165
"157",6.22723261791226
"158",4.87583506403045
"159",0.139897990186338
"160",5.30585820345642
"161",5.77149439553622
"162",0.0194352880740047
"163",1.10595702310741
"164",1.17315583344119
"165",2.04171203426807
"166",5.04073829933002
"167",0.270205775795646
"168",0.261631672822121
"169",3.11749590074461
"170",5.73337151340809
"171",5.18151574314065
"172",0.428965157709702
"173",3.62693827443886
"174",0.815587819181227
"175",3.25106697624934
"176",5.37502499295465
"177",2.91931857953404
"178",0.156810154428942
"179",0.249305669625942
