t,x,y,datetime
2166,556026.9319,7624320.24,2006-05-19 12:18
2167,556042.4944,7624297.845,2006-05-19 16:18
2168,556059.5505,7624333.613,2006-05-19 20:18
2169,556020.0388,7624290.372,2006-05-20 0:18
2170,556046.464,7624312.385,2006-05-20 4:18
2171,556205.5425,7624195.875,2006-05-20 8:18
2172,556142.0529,7624235.683,2006-05-20 12:18
2173,555227.8829,7624188.782,2006-05-20 16:18
2174,555250.3406,7624148.234,2006-05-20 20:18
2175,555248.3046,7624167.55,2006-05-21 0:18
2182,556210.6364,7624217.126,2006-05-22 4:18
2184,556187.3201,7624207.593,2006-05-22 12:18
2185,556178.4689,7624206.257,2006-05-22 16:18
2187,556143.4622,7624250.394,2006-05-23 0:18
2195,558639.5976,7625234.467,2006-05-24 8:18
2196,559352.9236,7626342.138,2006-05-24 12:18
2197,559453.9692,7626505.661,2006-05-24 16:18
2198,560657.1774,7628681.121,2006-05-24 20:18
2199,560669.745,7628662.21,2006-05-25 0:18
2201,561911.279,7628117.533,2006-05-25 8:18
2202,560789.8755,7624526.214,2006-05-25 12:18
2203,559755.0329,7622230.213,2006-05-25 16:18
2204,559758.8974,7622274.74,2006-05-25 20:18
2205,559813.1802,7622026.697,2006-05-26 0:18
2207,561872.2349,7613925.62,2006-05-26 8:18
2208,562248.8627,7613774.284,2006-05-26 12:18
2209,561453.2724,7607468.759,2006-05-26 16:18
2210,561360.8028,7607549.286,2006-05-26 20:18
2211,561041.9525,7607184.756,2006-05-27 0:18
2213,565050.6994,7604523.655,2006-05-27 8:18
2214,565098.3766,7604516.223,2006-05-27 12:18
2215,569242.0448,7606248.507,2006-05-27 16:18
2216,569555.8945,7608177.277,2006-05-27 20:18
2217,569758.3057,7607982.999,2006-05-28 0:18
2218,572410.0561,7608909.348,2006-05-28 4:18
2219,572413.084,7608943.889,2006-05-28 8:18
2220,572421.5775,7608957.04,2006-05-28 12:18
2221,572426.7842,7608939.94,2006-05-28 16:18
2222,572415.667,7608939.183,2006-05-28 20:18
2223,572915.2275,7608581.315,2006-05-29 0:18
2225,568215.0882,7615517.275,2006-05-29 8:18
2226,568250.8541,7615529.681,2006-05-29 12:18
2227,568086.9121,7615611.514,2006-05-29 16:18
2228,567443.7191,7616104.295,2006-05-29 20:18
2229,567121.2131,7618862.876,2006-05-30 0:18
2233,568574.2306,7625886.71,2006-05-30 16:18
2234,567810.1323,7625733.122,2006-05-30 20:18
2235,560240.4967,7624654.734,2006-05-31 0:18
2237,557418.1995,7621115.075,2006-05-31 8:18
2238,556610.1148,7623365.288,2006-05-31 12:18
2239,554795.2776,7627683.124,2006-05-31 16:18
2240,553657.6945,7630280.119,2006-05-31 20:18
2241,555223.0826,7630001.792,2006-06-01 0:18
2243,558935.18,7635836.223,2006-06-01 8:18
2244,562941.5149,7634065.882,2006-06-01 12:18
2245,561147.3668,7630767.229,2006-06-01 16:18
2246,561246.6235,7630544.815,2006-06-01 20:18
2247,561325.8285,7630538.732,2006-06-02 0:18
2249,562367.5736,7628954.452,2006-06-02 8:18
2250,562221.4097,7628135.21,2006-06-02 12:18
2251,561568.5119,7628433.918,2006-06-02 16:18
2252,560989.9106,7631165.111,2006-06-02 20:18
2253,560832.7837,7631374.153,2006-06-03 0:18
2254,564038.4774,7635391.475,2006-06-03 4:18
2255,564123.7103,7636313.507,2006-06-03 8:18
2256,564336.4735,7636337.729,2006-06-03 12:18
2257,565238.9825,7635367.977,2006-06-03 16:18
2258,566285.1729,7635605.242,2006-06-03 20:18
2260,565769.9145,7633556.602,2006-06-04 4:18
2261,565863.9577,7633336.354,2006-06-04 8:18
2262,566685.8222,7631683.454,2006-06-04 12:18
2263,567386.0292,7632838.797,2006-06-04 16:18
2264,569733.306,7634191.142,2006-06-04 20:18
2265,569649.0099,7636142.41,2006-06-05 0:18
2267,565406.4213,7639715.681,2006-06-05 8:18
2268,565307.8362,7639804.084,2006-06-05 12:18
2269,565168.8423,7640561.065,2006-06-05 16:18
2270,564959.8602,7640823.937,2006-06-05 20:18
2271,564608.6146,7640700.752,2006-06-06 0:18
2273,558507.985,7644185.608,2006-06-06 8:18
2274,558415.7212,7644395.772,2006-06-06 12:18
2275,558435.2304,7644401.975,2006-06-06 16:18
2276,558303.2904,7644538.686,2006-06-06 20:18
2277,558318.7436,7644750.719,2006-06-07 0:18
2279,559288.8512,7645596.354,2006-06-07 8:18
2280,559568.9031,7645765.58,2006-06-07 12:18
2281,557586.2838,7645549.648,2006-06-07 16:18
2282,556547.7882,7644242.208,2006-06-07 20:18
2283,552745.9428,7643496.554,2006-06-08 0:18
2285,552703.1886,7642545.407,2006-06-08 8:18
2286,553276.2956,7641589.668,2006-06-08 12:18
2287,553843.2609,7641685.47,2006-06-08 16:18
2288,552904.9296,7642472.493,2006-06-08 20:18
2289,552457.5481,7643313.138,2006-06-09 0:18
2291,555092.6179,7641502.347,2006-06-09 8:18
2292,557487.799,7640640.759,2006-06-09 12:18
2293,557415.6476,7640893.257,2006-06-09 16:18
2294,557797.6711,7640587.442,2006-06-09 20:18
2295,557777.351,7640582.059,2006-06-10 0:18
2296,559844.1967,7640241.873,2006-06-10 4:18
2297,559844.7432,7640196.016,2006-06-10 8:18
2298,561368.3299,7640688.375,2006-06-10 12:18
2299,560917.653,7639741.332,2006-06-10 16:18
2300,559202.2368,7638948.057,2006-06-10 20:18
2301,557658.4487,7636855.432,2006-06-11 0:18
2303,552547.8194,7640974.075,2006-06-11 8:18
2304,552562.7329,7642751.41,2006-06-11 12:18
2305,550629.482,7639930.936,2006-06-11 16:18
2306,548883.1661,7636626.494,2006-06-11 20:18
2307,548776.7439,7636429.17,2006-06-12 0:18
2309,548400.8872,7636353.156,2006-06-12 8:18
2310,548088.7851,7635391.781,2006-06-12 12:18
2311,548806.3,7634565.06,2006-06-12 16:18
2312,548839.6679,7634569.593,2006-06-12 20:18
2313,548419.342,7633150.962,2006-06-13 0:18
2315,550780.8636,7635445.094,2006-06-13 8:18
2316,550915.7468,7635025.034,2006-06-13 12:18
2317,554322.6599,7633437.454,2006-06-13 16:18
2318,554626.0696,7631764.432,2006-06-13 20:18
2319,555491.2798,7629665.942,2006-06-14 0:18
2321,555186.5989,7626689.33,2006-06-14 8:18
2322,555680.6475,7626573.465,2006-06-14 12:18
2323,557094.3991,7625186.733,2006-06-14 16:18
2324,558606.7019,7625126.139,2006-06-14 20:18
2325,559233.5465,7624945.208,2006-06-15 0:18
2327,560035.6795,7624950.353,2006-06-15 8:18
2328,561433.819,7625529.444,2006-06-15 12:18
2329,563489.2202,7623912.2,2006-06-15 16:18
2330,563527.2172,7623730.478,2006-06-15 20:18
2331,563566.6762,7623727.058,2006-06-16 0:18
2332,564439.7842,7624995.136,2006-06-16 4:18
2333,564444.309,7624978.845,2006-06-16 8:18
2334,564422.7841,7625022.475,2006-06-16 12:18
2335,564554.5259,7625092.55,2006-06-16 16:18
2337,564417.5399,7625006.606,2006-06-17 0:18
2339,562140.4146,7628179.771,2006-06-17 8:18
2340,562120.5447,7628185.67,2006-06-17 12:18
2341,562352.1879,7628655.678,2006-06-17 16:18
2342,559454.6706,7631755.348,2006-06-17 20:18
2343,554586.1526,7635996.406,2006-06-18 0:18
2344,552046.2598,7639121.081,2006-06-18 4:18
2345,552223.6348,7641294.97,2006-06-18 8:18
2346,552215.2518,7641235.696,2006-06-18 12:18
2347,552590.3017,7644452.969,2006-06-18 16:18
2348,553633.9768,7641675.437,2006-06-18 20:18
2349,553804.4698,7641467.222,2006-06-19 0:18
2351,553776.8065,7641499.968,2006-06-19 8:18
2352,553723.5683,7641516.212,2006-06-19 12:18
2353,552394.7812,7643095.204,2006-06-19 16:18
2354,548971.5279,7641948.577,2006-06-19 20:18
2355,547054.8726,7639855.634,2006-06-20 0:18
2356,546701.3358,7639598.109,2006-06-20 4:18
2357,545543.4072,7639063.729,2006-06-20 8:18
2358,545549.4853,7639059.406,2006-06-20 12:18
2359,544873.8024,7637253.264,2006-06-20 16:18
2360,544921.2717,7636139.49,2006-06-20 20:18
2361,544327.3694,7634957.472,2006-06-21 0:18
2363,544651.5447,7634885.238,2006-06-21 8:18
2364,544418.8225,7634712.764,2006-06-21 12:18
2365,544371.9776,7634726.537,2006-06-21 16:18
2366,545658.2092,7634070.727,2006-06-21 20:18
2367,549327.6908,7635007.647,2006-06-22 0:18
2369,552468.8705,7633639.403,2006-06-22 8:18
2370,552490.9008,7633637.914,2006-06-22 12:18
2371,552674.0112,7631258.855,2006-06-22 16:18
2372,552615.3764,7629565.675,2006-06-22 20:18
2373,552560.5563,7629541.692,2006-06-23 0:18
2374,552430.7178,7629433.995,2006-06-23 4:18
2375,552535.737,7629627.513,2006-06-23 8:18
2376,552556.5178,7629637.085,2006-06-23 12:18
2377,552536.3592,7629618.322,2006-06-23 16:18
2378,552648.3019,7629653.424,2006-06-23 20:18
2379,552779.8512,7629835.062,2006-06-24 0:18
2381,552933.1994,7629771.282,2006-06-24 8:18
2382,552899.8871,7629737.71,2006-06-24 12:18
2383,552463.6859,7633705.204,2006-06-24 16:18
2384,551497.7298,7636781.409,2006-06-24 20:18
2385,551839.0298,7638756.731,2006-06-25 0:18
2387,550753.8589,7642347.568,2006-06-25 8:18
2388,550663.0694,7641506.15,2006-06-25 12:18
2389,546947.8103,7640357.504,2006-06-25 16:18
2390,547082.2497,7640270.638,2006-06-25 20:18
2391,546773.1652,7640116.915,2006-06-26 0:18
2393,545084.9227,7639143.674,2006-06-26 8:18
2394,545084.1809,7639144.409,2006-06-26 12:18
2395,543994.215,7639159.804,2006-06-26 16:18
2396,543071.8584,7638732.449,2006-06-26 20:18
2397,543448.2983,7638595.958,2006-06-27 0:18
2398,543558.4326,7638575.368,2006-06-27 4:18
2399,542923.4736,7638084.639,2006-06-27 8:18
2400,543030.8932,7637623.268,2006-06-27 12:18
2401,543091.345,7637642.189,2006-06-27 16:18
2402,545830.8839,7637231.833,2006-06-27 20:18
2403,547472.8149,7637979.766,2006-06-28 0:18
2411,544226.2154,7634257.907,2006-06-29 8:18
2413,544012.4163,7635201.998,2006-06-29 16:18
2414,543361.1641,7635502.473,2006-06-29 20:18
2415,543068.6199,7635878.105,2006-06-30 0:18
2417,542021.0777,7639355.562,2006-06-30 8:18
2419,542541.9032,7639520.326,2006-06-30 16:18
2420,542523.8173,7639663.946,2006-06-30 20:18
2421,542554.5129,7639618.062,2006-07-01 0:18
2423,548024.4423,7643313.88,2006-07-01 8:18
2424,550610.1924,7644857.714,2006-07-01 12:18
2425,551798.6755,7643451.547,2006-07-01 16:18
2426,552121.7437,7643162.892,2006-07-01 20:18
2427,551455.7649,7638286.493,2006-07-02 0:18
2429,546379.9888,7638552.63,2006-07-02 8:18
2430,545549.1549,7639078.25,2006-07-02 12:18
2431,544877.7077,7639484.982,2006-07-02 16:18
2432,543801.8032,7638808.469,2006-07-02 20:18
2433,543962.649,7637834.553,2006-07-03 0:18
2435,546765.8386,7639208.906,2006-07-03 8:18
2436,546502.9289,7639406.309,2006-07-03 12:18
2437,546534.9603,7639504.381,2006-07-03 16:18
2438,546540.2014,7639619.537,2006-07-03 20:18
2439,546475.8218,7639912.732,2006-07-04 0:18
2441,547781.9487,7643755.376,2006-07-04 8:18
2442,546740.3188,7640917.234,2006-07-04 12:18
2443,546040.4523,7640363.634,2006-07-04 16:18
2444,545719.2556,7640511.889,2006-07-04 20:18
2445,544817.6881,7640515.018,2006-07-05 0:18
2452,543026.3501,7641232.951,2006-07-06 4:18
2453,543477.8648,7641280.154,2006-07-06 8:18
2454,543555.4729,7641382.022,2006-07-06 12:18
2455,543450.6256,7641207.731,2006-07-06 16:18
2457,543803.037,7641288.103,2006-07-07 0:18
2465,546429.1349,7639405.133,2006-07-08 8:18
2466,546435.214,7639255.398,2006-07-08 12:18
2467,546490.3044,7639555.253,2006-07-08 16:18
2468,546492.2537,7639633.56,2006-07-08 20:18
2469,546471.033,7639726.526,2006-07-09 0:18
