"","x"
"389",7639554.63441017
"390",7637926.33128774
"391",7638267.19078729
"392",7637626.75899368
"393",7633313.89615506
"394",7633316.10266266
"395",7633804.28927135
"396",7634292.47588004
"397",7635326.37879997
"398",7636360.2817199
"399",7635573.87313806
"400",7635608.27605374
"401",7634469.33589714
"402",7633330.39574055
"403",7632191.45558395
"404",7633639.48039267
"405",7635405.12060268
"406",7634423.161085
"407",7630763.21759733
"408",7627103.27410966
"409",7627103.29851991
"410",7621313.32728171
"411",7619975.99346638
"412",7620006.59457915
"413",7620002.79584897
"414",7619998.99711879
"415",7619995.1983886
"416",7619073.62449395
"417",7619067.06726371
"418",7619445.57010381
"419",7619171.52584815
"420",7618897.48159249
"421",7618945.40585161
"422",7618067.93717607
"423",7617988.91707834
"424",7618130.57994253
"425",7618086.47172673
"426",7618042.36351092
"427",7618054.43454417
"428",7617745.05693079
"429",7618185.21667851
"430",7618317.39513329
"431",7616339.98968258
"432",7614362.58423186
"433",7614525.86329036
"434",7613394.17612369
"435",7612975.56157455
"436",7610695.71091576
"437",7612372.7825105
"438",7614049.85410525
"439",7616748.55798988
"440",7617440.06111995
"441",7617576.17151604
"442",7617712.28191212
"443",7618443.21160093
"444",7618926.15929507
"445",7619058.87068881
"446",7618595.20158297
"447",7618387.80196885
"448",7618257.90639078
"449",7617909.19798292
"450",7617832.21408486
"451",7617835.31928727
"452",7617084.94193414
"453",7617215.57012534
"454",7617428.64451757
"455",7615279.95934389
"456",7613131.27417022
"457",7610256.61518348
"458",7611968.05690972
"459",7613679.49863596
"460",7613753.08434641
"461",7614087.39167945
"462",7614421.6990125
"463",7614442.7884632
"464",7614300.02080118
"465",7614467.3769331
"466",7614634.73306502
"467",7614671.55063207
"468",7614708.36819911
"469",7614699.70424439
"470",7615038.967511
"471",7612036.7818919
"472",7611933.66023529
"473",7610792.36466793
"474",7609651.06910057
"475",7609657.43109107
"476",7608983.67684363
"477",7608896.19649247
"478",7608416.30654771
"479",7608268.03406219
"480",7608119.76157668
"481",7608122.65404438
"482",7608992.93349699
"483",7608858.91645612
"484",7609261.21586594
"485",7609784.67931095
"486",7610308.14275595
"487",7610312.84052896
"488",7611157.87099291
"489",7613090.04345754
"490",7613193.26392733
"491",7614698.53902247
"492",7614660.9785828
"493",7614673.04143089
"494",7614754.98694396
"495",7614780.04419566
"496",7614767.9622813
"497",7614612.31088196
"498",7614456.65948262
"499",7614452.71645421
"500",7614810.71030727
"501",7614648.48414307
"502",7614673.65160679
"503",7614386.76105707
"504",7614099.87050736
"505",7614122.47019122
"506",7613282.34326213
"507",7611492.97364254
"508",7611950.81701033
"509",7612561.80742401
"510",7613172.79783769
"511",7613189.93324499
"512",7613865.81775441
"513",7614461.52275002
"514",7614463.75287883
"515",7614692.59632031
"516",7614797.71341257
"517",7614801.26698461
"518",7615196.5961623
"519",7615021.17421492
"520",7614842.23703346
"521",7615188.79875269
"522",7615174.11822925
"523",7615148.69833456
"524",7615148.74238995
"525",7614923.26496534
"526",7614302.01950194
"527",7613519.629512
"528",7612737.23952206
"529",7612743.48650187
"530",7613561.34912147
"531",7614486.74349378
"532",7614554.2483132
"533",7614427.45148902
"534",7614300.65466484
"535",7614173.85784066
"536",7614047.06101648
"537",7613920.2641923
"538",7613793.46736812
"539",7613666.67054394
"540",7613539.87371976
"541",7613523.39212205
"542",7613753.52425019
"543",7613033.29587904
"544",7613257.98889818
"545",7614208.37744598
"546",7615158.76599377
"547",7615174.29366002
"548",7616189.49111699
"549",7616396.3268638
"550",7618480.21226621
"551",7618714.91207223
"552",7618810.23819453
"553",7618819.43900303
"554",7618503.76702897
"555",7618506.67910281
"556",7618388.18376942
"557",7617899.58571559
"558",7618368.13576421
"559",7618365.30224978
"560",7618574.74377914
"561",7618477.49562384
"562",7618189.05287746
"563",7618318.94698727
"564",7618270.56496301
"565",7618269.91540735
"566",7618282.58222306
"567",7618014.9160516
"568",7617779.37172764
"569",7618149.91009033
"570",7618520.44845301
"571",7618504.98056315
"572",7618668.33879921
"573",7617471.27689586
"574",7616172.94023732
"575",7616117.23878848
"576",7616061.53733964
"577",7616103.88421256
"578",7615816.84640836
"579",7615767.52128657
"580",7616349.96295128
"581",7616349.96295128
"582",7616349.96295128
"583",7616349.96295128
"584",7616349.96295128
"585",7616349.96295128
"586",7616349.96295128
"587",7616349.96295128
"588",7616349.96295128
"589",7616349.96295128
"590",7616349.96295128
"591",7616349.96295128
"592",7616349.96295128
"593",7616349.96295128
"594",7616349.96295128
"595",7616349.96295128
"596",7616349.96295128
"597",7616349.96295128
"598",7616349.96295128
"599",7616349.96295128
"600",7616349.96295128
"601",7616349.96295128
"602",7616349.96295128
"603",7616349.96295128
"604",7616349.96295128
"605",7616349.96295128
"606",7616349.96295128
"607",7616349.96295128
"608",7616349.96295128
"609",7616349.96295128
"610",7616349.96295128
"611",7616349.96295128
"612",7616349.96295128
"613",7616349.96295128
"614",7616349.96295128
"615",7616349.96295128
"616",7616349.96295128
"617",7616349.96295128
"618",7616349.96295128
"619",7616349.96295128
"620",7616349.96295128
"621",7616349.96295128
"622",7616349.96295128
"623",7616349.96295128
"624",7616349.96295128
"625",7616349.96295128
"626",7616349.96295128
"627",7616349.96295128
"628",7616349.96295128
"629",7616349.96295128
"630",7616349.96295128
"631",7616349.96295128
"632",7616349.96295128
"633",7616349.96295128
"634",7616349.96295128
"635",7616349.96295128
"636",7616349.96295128
"637",7616349.96295128
"638",7616349.96295128
"639",7616349.96295128
"640",7616349.96295128
"641",7616349.96295128
"642",7616349.96295128
"643",7616349.96295128
"644",7616349.96295128
"645",7616349.96295128
"646",7616349.96295128
"647",7616349.96295128
"648",7616349.96295128
"649",7616349.96295128
"650",7616349.96295128
"651",7616349.96295128
"652",7616349.96295128
"653",7616349.96295128
"654",7616349.96295128
"655",7616349.96295128
"656",7616349.96295128
"657",7616349.96295128
"658",7616349.96295128
"659",7616349.96295128
"660",7616349.96295128
"661",7616349.96295128
"662",7616349.96295128
"663",7616349.96295128
"664",7616349.96295128
"665",7616349.96295128
"666",7616349.96295128
"667",7616349.96295128
"668",7616349.96295128
"669",7616349.96295128
"670",7616349.96295128
"671",7616349.96295128
"672",7616349.96295128
"673",7616349.96295128
"674",7616349.96295128
"675",7616349.96295128
"676",7616349.96295128
"677",7616349.96295128
"678",7616349.96295128
"679",7616349.96295128
"680",7616349.96295128
"681",7616349.96295128
"682",7616349.96295128
"683",7616349.96295128
"684",7616349.96295128
"685",7616349.96295128
"686",7616349.96295128
"687",7616349.96295128
"688",7616349.96295128
"689",7616349.96295128
"690",7616349.96295128
"691",7616349.96295128
"692",7616349.96295128
"693",7616349.96295128
"694",7616349.96295128
"695",7616349.96295128
"696",7616349.96295128
"697",7616349.96295128
"698",7616349.96295128
"699",7616349.96295128
"700",7616349.96295128
"701",7616349.96295128
"702",7616349.96295128
"703",7616349.96295128
"704",7616349.96295128
"705",7616349.96295128
"706",7616349.96295128
"707",7616349.96295128
"708",7616349.96295128
"709",7616349.96295128
"710",7616349.96295128
"711",7616349.96295128
"712",7616349.96295128
"713",7616349.96295128
"714",7616349.96295128
"715",7616349.96295128
"716",7616349.96295128
"717",7616349.96295128
"718",7616349.96295128
"719",7616349.96295128
"720",7616349.96295128
"721",7616349.96295128
"722",7616349.96295128
"723",7616349.96295128
"724",7616349.96295128
"725",7616349.96295128
"726",7616349.96295128
"727",7616349.96295128
"728",7616349.96295128
"729",7616349.96295128
"730",7616349.96295128
"731",7616349.96295128
"732",7616349.96295128
"733",7616349.96295128
"734",7616349.96295128
"735",7616349.96295128
"736",7616349.96295128
"737",7616349.96295128
"738",7616349.96295128
"739",7616349.96295128
"740",7616349.96295128
"741",7616349.96295128
"742",7616349.96295128
"743",7616349.96295128
"744",7616349.96295128
"745",7616349.96295128
"746",7616349.96295128
"747",7616349.96295128
"748",7616349.96295128
"749",7616349.96295128
"750",7616349.96295128
"751",7616349.96295128
"752",7616349.96295128
"753",7616349.96295128
"754",7616349.96295128
"755",7616349.96295128
"756",7616349.96295128
"757",7616349.96295128
"758",7616349.96295128
"759",7616349.96295128
"760",7616349.96295128
"761",7616349.96295128
"762",7616349.96295128
"763",7616349.96295128
"764",7616349.96295128
"765",7616349.96295128
"766",7616349.96295128
"767",7616349.96295128
"768",7616349.96295128
"769",7616349.96295128
"770",7616349.96295128
"771",7616349.96295128
"772",7616349.96295128
"773",7616349.96295128
"774",7616349.96295128
"775",7616349.96295128
"776",7616349.96295128
"777",7616349.96295128
"778",7616349.96295128
"779",7616349.96295128
"780",7616349.96295128
"781",7616349.96295128
"782",7616349.96295128
"783",7616349.96295128
"784",7616349.96295128
"785",7616349.96295128
"786",7616349.96295128
"787",7616349.96295128
"788",7616349.96295128
"789",7616349.96295128
"790",7616349.96295128
"791",7616349.96295128
"792",7616349.96295128
"793",7616349.96295128
"794",7616349.96295128
"795",7616349.96295128
"796",7616349.96295128
"797",7616349.96295128
"798",7616349.96295128
"799",7616349.96295128
"800",7616349.96295128
"801",7616349.96295128
"802",7616349.96295128
"803",7616349.96295128
"804",7616349.96295128
"805",7616349.96295128
"806",7616349.96295128
"807",7616349.96295128
"808",7616349.96295128
"809",7616349.96295128
"810",7616349.96295128
"811",7616349.96295128
"812",7616349.96295128
"813",7616349.96295128
"814",7616349.96295128
"815",7616349.96295128
"816",7616349.96295128
"817",7616349.96295128
"818",7616349.96295128
"819",7616349.96295128
"820",7616349.96295128
"821",7616349.96295128
"822",7616349.96295128
"823",7616349.96295128
"824",7616349.96295128
"825",7616349.96295128
"826",7616349.96295128
"827",7616349.96295128
"828",7616349.96295128
"829",7616349.96295128
"830",7616349.96295128
"831",7616349.96295128
"832",7616349.96295128
"833",7616349.96295128
"834",7616349.96295128
"835",7616349.96295128
"836",7616349.96295128
"837",7616349.96295128
"838",7616349.96295128
"839",7616349.96295128
"840",7616349.96295128
"841",7616349.96295128
"842",7616349.96295128
"843",7616349.96295128
"844",7616349.96295128
"845",7616349.96295128
"846",7616349.96295128
"847",7616349.96295128
"848",7616349.96295128
"849",7616349.96295128
"850",7616349.96295128
"851",7616349.96295128
"852",7616349.96295128
"853",7616349.96295128
"854",7616349.96295128
"855",7616349.96295128
"856",7616349.96295128
"857",7616349.96295128
"858",7616349.96295128
"859",7616349.96295128
"860",7616349.96295128
"861",7616349.96295128
"862",7616349.96295128
"863",7616349.96295128
"864",7616349.96295128
"865",7616349.96295128
"866",7616349.96295128
"867",7616349.96295128
"868",7616349.96295128
"869",7616349.96295128
"870",7616349.96295128
"871",7616349.96295128
"872",7616349.96295128
"873",7616349.96295128
"874",7616349.96295128
"875",7616349.96295128
"876",7616349.96295128
"877",7616349.96295128
"878",7616349.96295128
"879",7616349.96295128
"880",7616349.96295128
"881",7616349.96295128
"882",7616349.96295128
"883",7616349.96295128
"884",7616349.96295128
"885",7616349.96295128
"886",7616349.96295128
"887",7616349.96295128
"888",7616349.96295128
"889",7616349.96295128
"890",7616349.96295128
"891",7616349.96295128
"892",7616349.96295128
"893",7616349.96295128
"894",7616349.96295128
"895",7616349.96295128
"896",7616349.96295128
"897",7616349.96295128
"898",7616349.96295128
"899",7616349.96295128
"900",7616349.96295128
"901",7616349.96295128
"902",7616349.96295128
"903",7616349.96295128
"904",7616349.96295128
"905",7616349.96295128
"906",7616349.96295128
"907",7616349.96295128
"908",7616349.96295128
"909",7616349.96295128
"910",7616349.96295128
"911",7616349.96295128
"912",7616349.96295128
"913",7616349.96295128
"914",7616349.96295128
"915",7616349.96295128
"916",7616349.96295128
"917",7616349.96295128
"918",7616349.96295128
"919",7616349.96295128
"920",7616349.96295128
"921",7616349.96295128
"922",7616349.96295128
"923",7616349.96295128
"924",7616349.96295128
"925",7616349.96295128
"926",7616349.96295128
"927",7616349.96295128
"928",7616349.96295128
"929",7616349.96295128
"930",7616349.96295128
"931",7616349.96295128
"932",7616349.96295128
"933",7616349.96295128
"934",7616349.96295128
"935",7616349.96295128
"936",7616349.96295128
"937",7616349.96295128
"938",7616349.96295128
"939",7616349.96295128
"940",7616349.96295128
"941",7616349.96295128
"942",7616349.96295128
"943",7616349.96295128
"944",7616349.96295128
"945",7616349.96295128
"946",7616349.96295128
"947",7616349.96295128
"948",7616349.96295128
"949",7616349.96295128
"950",7616349.96295128
"951",7616349.96295128
"952",7616349.96295128
"953",7616349.96295128
"954",7616349.96295128
"955",7616349.96295128
"956",7616349.96295128
"957",7616349.96295128
"958",7616349.96295128
"959",7616349.96295128
"960",7616349.96295128
"961",7616349.96295128
"962",7616349.96295128
"963",7616349.96295128
"964",7616349.96295128
"965",7616349.96295128
"966",7616349.96295128
"967",7616349.96295128
"968",7616349.96295128
"969",7616349.96295128
"970",7616349.96295128
"971",7616349.96295128
"972",7616349.96295128
"973",7616349.96295128
"974",7616349.96295128
"975",7616349.96295128
"976",7616349.96295128
"977",7616349.96295128
"978",7616349.96295128
"979",7616349.96295128
"980",7616349.96295128
"981",7616349.96295128
"982",7616349.96295128
"983",7616349.96295128
"984",7616349.96295128
"985",7616349.96295128
"986",7616349.96295128
"987",7616349.96295128
"988",7616349.96295128
"989",7616349.96295128
"990",7616349.96295128
"991",7616349.96295128
"992",7616349.96295128
"993",7616349.96295128
"994",7616349.96295128
"995",7616349.96295128
"996",7616349.96295128
"997",7616349.96295128
"998",7616349.96295128
"999",7616349.96295128
"1000",7616349.96295128
"1001",7616349.96295128
"1002",7616349.96295128
"1003",7616349.96295128
"1004",7616349.96295128
"1005",7616349.96295128
"1006",7616349.96295128
"1007",7616349.96295128
"1008",7616349.96295128
"1009",7616349.96295128
"1010",7616349.96295128
"1011",7616349.96295128
"1012",7616349.96295128
"1013",7616349.96295128
"1014",7616349.96295128
"1015",7616349.96295128
"1016",7616349.96295128
"1017",7616349.96295128
"1018",7616349.96295128
"1019",7616349.96295128
"1020",7616349.96295128
"1021",7616349.96295128
"1022",7616349.96295128
"1023",7616349.96295128
"1024",7616349.96295128
"1025",7616349.96295128
"1026",7616349.96295128
"1027",7616349.96295128
"1028",7616349.96295128
"1029",7616349.96295128
"1030",7616349.96295128
"1031",7616349.96295128
"1032",7616349.96295128
"1033",7616349.96295128
"1034",7616349.96295128
"1035",7616349.96295128
"1036",7616349.96295128
"1037",7616349.96295128
"1038",7616349.96295128
"1039",7616349.96295128
"1040",7616349.96295128
"1041",7616349.96295128
"1042",7616349.96295128
"1043",7616349.96295128
"1044",7616349.96295128
"1045",7616349.96295128
"1046",7616349.96295128
"1047",7616349.96295128
"1048",7616349.96295128
"1049",7616349.96295128
"1050",7616349.96295128
"1051",7616349.96295128
"1052",7616349.96295128
"1053",7616349.96295128
"1054",7616349.96295128
"1055",7616349.96295128
"1056",7616349.96295128
"1057",7616349.96295128
"1058",7616349.96295128
"1059",7616349.96295128
"1060",7616349.96295128
"1061",7616349.96295128
"1062",7616349.96295128
"1063",7616349.96295128
"1064",7616349.96295128
"1065",7616349.96295128
"1066",7616349.96295128
"1067",7616349.96295128
"1068",7616349.96295128
"1069",7616349.96295128
"1070",7616349.96295128
"1071",7616349.96295128
"1072",7616349.96295128
"1073",7616349.96295128
"1074",7616349.96295128
"1075",7616349.96295128
"1076",7616349.96295128
"1077",7616349.96295128
"1078",7616349.96295128
"1079",7616349.96295128
"1080",7616349.96295128
"1081",7616349.96295128
"1082",7616349.96295128
"1083",7616349.96295128
"1084",7616349.96295128
"1085",7616349.96295128
"1086",7616349.96295128
"1087",7616349.96295128
"1088",7616349.96295128
"1089",7616349.96295128
"1090",7616349.96295128
"1091",7616349.96295128
"1092",7616349.96295128
"1093",7616349.96295128
"1094",7616349.96295128
"1095",7616349.96295128
"1096",7616349.96295128
"1097",7616349.96295128
"1098",7616349.96295128
"1099",7616349.96295128
"1100",7616349.96295128
"1101",7616349.96295128
"1102",7616349.96295128
"1103",7616349.96295128
"1104",7616349.96295128
"1105",7616349.96295128
"1106",7616349.96295128
"1107",7616349.96295128
"1108",7616349.96295128
"1109",7616349.96295128
"1110",7616349.96295128
"1111",7616349.96295128
"1112",7616349.96295128
"1113",7616349.96295128
"1114",7616349.96295128
"1115",7616349.96295128
"1116",7616349.96295128
"1117",7616349.96295128
"1118",7616349.96295128
"1119",7616349.96295128
"1120",7616349.96295128
"1121",7616349.96295128
"1122",7616349.96295128
"1123",7616349.96295128
"1124",7616349.96295128
"1125",7616349.96295128
"1126",7616349.96295128
"1127",7616349.96295128
"1128",7616349.96295128
"1129",7616349.96295128
"1130",7616349.96295128
"1131",7616349.96295128
"1132",7616349.96295128
"1133",7616349.96295128
"1134",7616349.96295128
"1135",7616349.96295128
"1136",7616349.96295128
"1137",7616349.96295128
"1138",7616349.96295128
"1139",7616349.96295128
"1140",7616349.96295128
"1141",7616349.96295128
"1142",7616349.96295128
"1143",7616349.96295128
"1144",7616349.96295128
"1145",7616349.96295128
"1146",7616349.96295128
"1147",7616349.96295128
"1148",7616349.96295128
"1149",7616349.96295128
"1150",7616349.96295128
"1151",7616349.96295128
"1152",7616349.96295128
"1153",7616349.96295128
"1154",7616349.96295128
"1155",7616349.96295128
"1156",7616349.96295128
"1157",7616349.96295128
"1158",7616349.96295128
"1159",7616349.96295128
"1160",7616349.96295128
"1161",7616349.96295128
"1162",7616349.96295128
"1163",7616349.96295128
"1164",7616349.96295128
"1165",7616349.96295128
"1166",7616349.96295128
"1167",7616349.96295128
"1168",7616349.96295128
"1169",7616349.96295128
"1170",7616349.96295128
"1171",7616349.96295128
"1172",7616349.96295128
"1173",7616349.96295128
"1174",7616349.96295128
"1175",7616349.96295128
"1176",7616349.96295128
"1177",7616349.96295128
"1178",7616349.96295128
"1179",7616349.96295128
"1180",7616349.96295128
"1181",7616349.96295128
"1182",7616349.96295128
"1183",7616349.96295128
"1184",7616349.96295128
"1185",7616349.96295128
"1186",7616349.96295128
"1187",7616349.96295128
"1188",7616349.96295128
"1189",7616349.96295128
"1190",7616349.96295128
"1191",7616349.96295128
"1192",7616349.96295128
"1193",7616349.96295128
"1194",7616349.96295128
"1195",7616349.96295128
"1196",7616349.96295128
"1197",7616349.96295128
"1198",7616349.96295128
"1199",7616349.96295128
"1200",7616349.96295128
"1201",7616349.96295128
"1202",7616349.96295128
"1203",7616349.96295128
"1204",7616349.96295128
"1205",7616349.96295128
"1206",7616349.96295128
"1207",7616349.96295128
"1208",7616349.96295128
"1209",7616349.96295128
"1210",7616349.96295128
"1211",7616349.96295128
"1212",7616349.96295128
"1213",7616349.96295128
"1214",7616349.96295128
"1215",7616349.96295128
"1216",7616349.96295128
"1217",7616349.96295128
"1218",7616349.96295128
"1219",7616349.96295128
"1220",7616349.96295128
"1221",7616349.96295128
"1222",7616349.96295128
"1223",7616349.96295128
"1224",7616349.96295128
"1225",7616349.96295128
"1226",7616349.96295128
"1227",7616349.96295128
"1228",7616349.96295128
"1229",7616349.96295128
"1230",7616349.96295128
"1231",7616349.96295128
"1232",7616349.96295128
"1233",7616349.96295128
"1234",7616349.96295128
"1235",7616349.96295128
"1236",7616349.96295128
"1237",7616349.96295128
"1238",7616349.96295128
"1239",7616349.96295128
"1240",7616349.96295128
"1241",7616349.96295128
"1242",7616349.96295128
"1243",7616349.96295128
"1244",7616349.96295128
"1245",7616349.96295128
"1246",7616349.96295128
"1247",7616349.96295128
"1248",7616349.96295128
"1249",7616349.96295128
